dbn,name,primary_address,city,zip,latitude,longitude
08X432,BRONX BRIDGES HIGH SCHOOL,1980 LAFAYETTE AVENUE,BRONX,10473,40.8213444,-73.8556733
08X448,Soundview Academy for Culture and Scholarship,885 BOLTON AVENUE,BRONX,10473,40.8237477,-73.8597342
08X452,Bronx Guild,1980 LAFAYETTE AVENUE,BRONX,10473,40.8213444,-73.8556733
08X467,Mott Hall Community School,650 HOLLYWOOD AVENUE,BRONX,10465,40.826777,-73.8180749
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",1440 STORY AVENUE,BRONX,10473,40.8211019,-73.8817309
08X530,Banana Kelly High School,965 LONGWOOD AVENUE,BRONX,10459,40.8176061,-73.8980989
08X537,Bronx Arena High School,1440 STORY AVENUE,BRONX,10473,40.8211019,-73.8817309
08X540,School for Community Research and Learning,1980 LAFAYETTE AVENUE,BRONX,10473,40.8213444,-73.8556733
08X558,Westchester Square Academy,3000 EAST TREMONT AVENUE,BRONX,10461,40.839987,-73.837977
08X559,School for Tourism and Hospitality,900 TINTON AVENUE,BRONX,10456,40.8218507,-73.9028489
08X561,Bronx Compass High School,1980 LAFAYETTE AVENUE,BRONX,10473,40.8213444,-73.8556733
08X562,Blueprint Middle School,1111 PUGSLEY AVENUE,BRONX,10472,40.8294144,-73.8567829
08X650,Jane Addams High School for Academic Careers,900 TINTON AVENUE,BRONX,10456,40.8218507,-73.9028489
09X004,P.S./M.S. 004 Crotona Park West,1701 FULTON AVENUE,BRONX,10457,40.8421053,-73.8974699
09X011,P.S. 011 Highbridge,1257 OGDEN AVENUE,BRONX,10452,40.8397742,-73.92579
09X022,J.H.S. 022 Jordan L. Mott,270 EAST 167 STREET,BRONX,10456,40.8332671,-73.9140498
09X028,P.S. 028 Mount Hope,1861 ANTHONY AVENUE,BRONX,10457,40.8478116,-73.9036106
09X035,P.S. 035 Franz Siegel,261 EAST 163 STREET,BRONX,10451,40.8282592,-73.9179077
09X042,P.S. 042 Claremont,1537 WASHINGTON AVENUE,BRONX,10457,40.838425,-73.9028996
09X053,P.S. 053 Basheer Quisim,360 EAST 168 STREET,BRONX,10456,40.8328343,-73.911774
09X055,P.S. 055 Benjamin Franklin,450 SAINT PAUL'S PLACE,BRONX,10456,40.8361696,-73.9049013
09X058,P.S. 058,459 EAST 176 STREET,BRONX,10457,40.8461563,-73.899126
09X063,P.S. 063 Author's Academy,1260 FRANKLIN AVENUE,BRONX,10456,40.8308718,-73.9018842
09X064,P.S. 064 Pura Belpre,1425 WALTON AVENUE,BRONX,10452,40.8403989,-73.915917
09X070,P.S. 070 Max Schoenfeld,1691 WEEKS AVENUE,BRONX,10457,40.8442869,-73.9076131
09X073,P.S. 073 Bronx,1020 ANDERSON AVENUE,BRONX,10452,40.832616,-73.9265564
09X088,P.S. X088 - S. Silverstein Little Sparrow School,1340 SHERIDAN AVENUE,BRONX,10456,40.8370196,-73.9135492
09X109,P.S. 109 Sedgwick,1771 POPHAM AVENUE,BRONX,10453,40.8516049,-73.9186962
09X110,P.S. 110 Theodore Schoenfeld,580 CROTONA PARK SOUTH,BRONX,10456,40.834473,-73.900639
09X114,P.S. X114 - Luis Llorens Torres Schools,1155 CROMWELL AVENUE,BRONX,10452,40.8350174,-73.9232069
09X117,I.S. 117 Joseph H. Wade,1865 MORRIS AVENUE,BRONX,10453,40.8485532,-73.9084353
09X126,P.S. 126 Dr Marjorie H Dunbar,175 WEST 166 STREET,BRONX,10452,40.8360666,-73.9283851
09X128,Mott Hall III,580 CROTONA PARK SOUTH,BRONX,10456,40.834473,-73.900639
09X132,P.S. 132 Garret A. Morgan,1245 WASHINGTON AVENUE,BRONX,10456,40.8320299,-73.9067697
09X145,J.H.S. 145 Arturo Toscanini,1000 TELLER AVENUE,BRONX,10456,40.8277475,-73.9137728
09X163,P.S. 163 Arthur A. Schomburg,2075 WEBSTER AVENUE,BRONX,10457,40.851697,-73.899012
09X170,P.S. 170,1598 TOWNSEND AVENUE,BRONX,10452,40.8445236,-73.9132748
09X199,P.S. 199X - The Shakespeare School,1449 SHAKESPEARE AVENUE,BRONX,10452,40.8435447,-73.9203737
09X204,P.S. 204 Morris Heights,1780 DR. MARTIN LUTHER KING JR. BLVD,BRONX,10453,40.8500875,-73.915404
09X215,Kappa,3630 THIRD AVENUE,BRONX,10456,40.8338896,-73.9038894
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,1220 GERARD AVENUE,BRONX,10452,40.8356426,-73.9195808
09X219,I.S. 219 New Venture School,3630 THIRD AVENUE,BRONX,10456,40.8338896,-73.9038894
09X227,Bronx Collegiate Academy,240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X229,I.S. 229 Roland Patterson,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,40.8415626,-73.9296045
09X230,P.S. 230 Dr Roland N. Patterson,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,40.8415626,-73.9296045
09X231,Eagle Academy for Young Men,4143 THIRD AVENUE,BRONX,10457,40.845264,-73.897176
09X232,I.S. 232,1700 MACOMBS ROAD,BRONX,10453,40.8493122,-73.915653
09X236,P.S. 236 Langston Hughes,1871 WALTON AVENUE,BRONX,10453,40.8488973,-73.9095473
09X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X241,"Urban Assembly School for Applied Math and Science, The",1595 BATHGATE AVENUE,BRONX,10457,40.8396148,-73.9017332
09X250,Eximius College Preparatory Academy: A College Board School,1363 FULTON AVENUE,BRONX,10456,40.8339721,-73.9027472
09X252,Mott Hall Bronx High School,1595 BATHGATE AVENUE,BRONX,10457,40.8396148,-73.9017332
09X260,Bronx Center for Science and Mathematics,1363 FULTON AVENUE,BRONX,10456,40.8339721,-73.9027472
09X263,Validus Preparatory Academy: An Expeditionary Learning School,1595 BATHGATE AVENUE,BRONX,10457,40.8396148,-73.9017332
09X274,The New American Academy at Roberto Clemente State Park,275 HARLEM RIVER PARK BRIDGE,BRONX,10453,40.8415626,-73.9296045
09X276,Leadership Institute,1701 FULTON AVENUE,BRONX,10457,40.8421053,-73.8974699
09X294,The Walton Avenue School,1425 WALTON AVENUE,BRONX,10452,40.8403989,-73.915917
09X297,Morris Academy for Collaborative Studies,1110 BOSTON ROAD,BRONX,10456,40.8280156,-73.9040235
09X303,I.S. X303 Leadership & Community Service,1700 MACOMBS ROAD,BRONX,10453,40.8493122,-73.915653
09X311,Lucero Elementary School,1425 WALTON AVENUE,BRONX,10452,40.8403989,-73.915917
09X313,I.S. 313 School of Leadership Development,1600 WEBSTER AVENUE,BRONX,10457,40.840589,-73.9045399
09X323,Bronx Writing Academy,270 EAST 167 STREET,BRONX,10456,40.8332671,-73.9140498
09X324,Bronx Early College Academy for Teaching & Learning,250 EAST 164 STREET,BRONX,10456,40.828745,-73.9177374
09X325,Urban Science Academy,1000 TELLER AVENUE,BRONX,10456,40.8277475,-73.9137728
09X327,Comprehensive Model School Project M.S. 327,1501 JEROME AVENUE,BRONX,10452,40.8428109,-73.916384
09X328,New Millennium Business Academy Middle School,1000 TELLER AVENUE,BRONX,10456,40.8277475,-73.9137728
09X329,DreamYard Preparatory School,240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X339,I.S. 339,1600 WEBSTER AVENUE,BRONX,10457,40.840589,-73.9045399
09X350,New Directions Secondary School,240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X361,The Highbridge Green School,200 West 167th Street,Bronx,10452,40.8390438,-73.9282724
09X365,Academy for Language and Technology,1700 MACOMBS ROAD,BRONX,10453,40.8493122,-73.915653
09X403,Bronx International High School,1110 BOSTON ROAD,BRONX,10456,40.8280156,-73.9040235
09X404,School for Excellence,1110 BOSTON ROAD,BRONX,10456,40.8280156,-73.9040235
09X412,Bronx High School of Business,240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X413,Bronx High School for Medical Science,240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X414,Jonathan Levin High School for Media and Communications,240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X443,The Family School,1116 SHERIDAN AVENUE,BRONX,10456,40.8322284,-73.9174942
09X449,Grant Avenue Elementary School,250 EAST 164 STREET,BRONX,10456,40.828745,-73.9177374
09X454,Science and Technology Academy: A Mott Hall School,250 EAST 164 STREET,BRONX,10456,40.828745,-73.9177374
09X457,Sheridan Academy for Young Leaders,1116 SHERIDAN AVENUE,BRONX,10456,40.8322284,-73.9174942
09X505,"Bronx School for Law, Government and Justice",244 EAST 163 STREET,BRONX,10451,40.8275634,-73.9185667
09X517,Frederick Douglass Academy III Secondary School,3630 THIRD AVENUE,BRONX,10456,40.8338896,-73.9038894
09X525,Bronx Leadership Academy High School,1710 WEBSTER AVENUE,BRONX,10457,40.8433729,-73.9030014
09X543,High School for Violin and Dance,1110 BOSTON ROAD,BRONX,10456,40.8280156,-73.9040235
09X555,Mount Eden Children's Academy,1501 JEROME AVENUE,BRONX,10452,40.8428109,-73.916384
09X564,Claremont International HS,240 EAST 172 STREET,BRONX,10457,40.8396545,-73.911386
09X568,Young Women's Leadership School of the Bronx,1865 MORRIS AVENUE,BRONX,10453,40.8485532,-73.9084353
10X003,P.S. 3 Raul Julia Micro Society,2100 LAFONTAINE AVENUE,BRONX,10457,40.8499341,-73.8922426
10X007,P.S. 007 Kingsbridge,3201 KINGSBRIDGE AVENUE,BRONX,10463,40.881546,-73.905683
10X008,P.S. 008 Issac Varian,3010 BRIGGS AVENUE,BRONX,10458,40.872244,-73.883336
10X009,P.S. 9 Ryer Avenue Elementary School,230 EAST 183 STREET,BRONX,10458,40.8568025,-73.8989065
10X015,P.S. X015 Institute for Environmental Learning,2195 ANDREWS AVENUE,BRONX,10453,40.8591662,-73.9098193
10X020,P.S. 20 P.O.George J. Werdan III,3050 WEBSTER AVENUE,BRONX,10467,40.8700644,-73.8786331
10X023,P.S. 023 The New Children's School,2151 WASHINGTON AVENUE,BRONX,10457,40.8532108,-73.8945818
10X024,P.S. 024 Spuyten Duyvil,660 WEST 236 STREET,BRONX,10463,40.8871507,-73.9135755
10X032,P.S. 032 Belmont,690 EAST 183 STREET,BRONX,10458,40.852095,-73.8857389
10X033,P.S. 033 Timothy Dwight,2424 JEROME AVENUE,BRONX,10468,40.8620323,-73.9016544
10X037,P.S. X037 - Multiple Intelligence School,360 WEST 230 STREET,BRONX,10463,40.879985,-73.9102922
10X045,Thomas C. Giordano Middle School 45,2502 LORILLARD PLACE,BRONX,10458,40.858388,-73.88701
10X046,P.S. 046 Edgar Allan Poe,279 EAST 196 STREET,BRONX,10458,40.8667831,-73.8905226
10X051,P.S. 051 Bronx New School,695 EAST 182ND STREET,BRONX,10457,40.8506915,-73.886598
10X054,P.S. / I.S. 54,2703 WEBSTER AVENUE,BRONX,10458,40.864875,-73.887921
10X056,P.S. 056 Norwood Heights,341 EAST 207 STREET,BRONX,10467,40.875481,-73.874889
10X059,P.S. 059 The Community School of Technology,2185 BATHGATE AVENUE,BRONX,10457,40.8527292,-73.8935712
10X080,J.H.S. 080 The Mosholu Parkway,149 EAST MOSHOLU PKWY,BRONX,10467,40.87683,-73.881236
10X081,P.S. 081 Robert J. Christen,5550 RIVERDALE AVENUE,BRONX,10471,40.9036861,-73.9050377
10X085,P.S. 085 Great Expectations,2400 MARION AVENUE,BRONX,10458,40.858659,-73.894685
10X086,P.S. 086 Kingsbridge Heights,2756 RESERVOIR AVENUE,BRONX,10468,40.8692148,-73.8978966
10X091,P.S. 091 Bronx,2200 AQUEDUCT AVENUE,BRONX,10453,40.8575378,-73.9077297
10X094,P.S. 094 Kings College School,3530 KINGS COLLEGE PLACE,BRONX,10467,40.8805392,-73.875712
10X095,P.S. 095 Sheila Mencher,3961 HILLMAN AVENUE,BRONX,10463,40.8830219,-73.891672
10X118,J.H.S. 118 William W. Niles,577 EAST 179 STREET,BRONX,10457,40.8484117,-73.8931213
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),660 WEST 237 STREET,BRONX,10463,40.8874319,-73.914128
10X159,P.S. 159 Luis Munoz Marin Biling,2315 WASHINGTON AVENUE,BRONX,10458,40.855526,-73.8929206
10X205,P.S. 205 Fiorello Laguardia,2475 SOUTHERN BOULEVARD,BRONX,10458,40.8558604,-73.8812143
10X206,I.S. 206 Ann Mersereau,2280 AQUEDUCT AVENUE,BRONX,10468,40.8597091,-73.9061491
10X207,P.S. 207,3030 GODWIN TERRACE,BRONX,10463,40.878341,-73.906221
10X209,P.S. 209,313 EAST 183RD STREET,BRONX,10458,40.8568316,-73.8976254
10X213,Bronx Engineering and Technology Academy,99 TERRACE VIEW AVENUE,BRONX,10463,40.8771416,-73.9126839
10X225,Theatre Arts Production Company School,2225 WEBSTER AVENUE,BRONX,10457,40.8546548,-73.8970362
10X226,P.S. 226,1950 SEDGWICK AVENUE,BRONX,10453,40.855344,-73.9161983
10X228,Jonas Bronck Academy,400 EAST FORDHAM ROAD,BRONX,10458,40.8613871,-73.8912139
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",120 WEST 231 STREET,BRONX,10463,40.875627,-73.901568
10X243,West Bronx Academy for the Future,500 EAST FORDHAM ROAD,BRONX,10458,40.8595423,-73.8885964
10X244,The New School for Leadership and Journalism,120 WEST 231 STREET,BRONX,10463,40.875627,-73.901568
10X246,P.S. 246 Poe Center,2641 GRAND CONCOURSE,BRONX,10468,40.865975,-73.895314
10X254,I.S. 254,2452 WASHINGTON AVENUE,BRONX,10458,40.8589698,-73.8900805
10X264,Bronx Academy for Software Engineering (BASE),2474 CROTONA AVENUE,BRONX,10458,40.8553275,-73.8824109
10X268,Kingsbridge International High School,2780 RESERVOIR AVENUE,BRONX,10468,40.8708801,-73.8977529
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2100 WALTON AVENUE,BRONX,10453,40.8547343,-73.905064
10X280,P.S./M.S. 280 Mosholu Parkway,3202 STEUBEN AVENUE,BRONX,10467,40.877088,-73.8818035
10X284,Bronx School of Law and Finance,99 TERRACE VIEW AVENUE,BRONX,10463,40.8771416,-73.9126839
10X291,P.S. 291,2195 ANDREWS AVENUE,BRONX,10453,40.8591662,-73.9098193
10X306,P.S. 306,40 WEST TREMONT AVENUE,BRONX,10453,40.851985,-73.9104389
10X307,Luisa Pineiro Fuentes School of Science and Discovery,124 EAMES PLACE,BRONX,10468,40.869135,-73.901843
10X308,Bronx Dance Academy School,3617 BAINBRIDGE AVENUE,BRONX,10467,40.885412,-73.878047
10X310,P.S. 310 Marble Hill,260 W KINGSBRIDGE RD,BRONX,10463,40.8726299,-73.9054084
10X315,P.S. 315 Lab School,2246 JEROME AVENUE,BRONX,10453,40.857902,-73.90377
10X319,Providing Urban Learners Success In Education High School,560 EAST 179 STREET,BRONX,10457,40.848382,-73.893749
10X331,The Bronx School of Young Leaders,40 WEST TREMONT AVENUE,BRONX,10453,40.851985,-73.9104389
10X340,P.S. 340,25 WEST 195 STREET,BRONX,10468,40.8694289,-73.897161
10X342,International School for Liberal Arts,2780 RESERVOIR AVENUE,BRONX,10468,40.8708801,-73.8977529
10X344,Ampark Neighborhood,3961 HILLMAN AVENUE,BRONX,10463,40.8830219,-73.891672
10X351,Bronx Collaborative High School,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,40.879969,-73.889011
10X353,World View High School,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,40.879969,-73.889011
10X360,P.S. 360,2880 KINGSBRIDGE TERRACE,BRONX,10463,40.874718,-73.902209
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,120 EAST 184 STREET,BRONX,10468,40.8597084,-73.8998823
10X368,In-Tech Academy (M.S. / High School 368),2975 TIBBETT AVENUE,BRONX,10463,40.8795978,-73.9096171
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),500 EAST FORDHAM ROAD,BRONX,10458,40.8595423,-73.8885964
10X382,"Elementary School for Math, Science, and Technology",125 EAST 181 STREET,BRONX,10453,40.8549028,-73.9034198
10X386,School for Environmental Citizenship,125 EAST 181 STREET,BRONX,10453,40.8549028,-73.9034198
10X390,M.S. 390,1930 ANDREWS AVENUE,BRONX,10453,40.8542284,-73.913213
10X391,The Angelo Patri Middle School,2225 WEBSTER AVENUE,BRONX,10457,40.8546548,-73.8970362
10X396,P.S. 396,1930 ANDREWS AVENUE,BRONX,10453,40.8542284,-73.913213
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),99 TERRACE VIEW AVENUE,BRONX,10463,40.8771416,-73.9126839
10X433,High School for Teaching and the Professions,2780 RESERVOIR AVENUE,BRONX,10468,40.8708801,-73.8977529
10X434,Belmont Preparatory High School,500 EAST FORDHAM ROAD,BRONX,10458,40.8595423,-73.8885964
10X437,Fordham High School for the Arts,500 EAST FORDHAM ROAD,BRONX,10458,40.8595423,-73.8885964
10X438,Fordham Leadership Academy for Business and Technology,500 EAST FORDHAM ROAD,BRONX,10458,40.8595423,-73.8885964
10X439,Bronx High School for Law and Community Service,500 EAST FORDHAM ROAD,BRONX,10458,40.8595423,-73.8885964
10X440,DeWitt Clinton High School,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,10468,40.879969,-73.889011
10X442,"Celia Cruz Bronx High School of Music, The",2780 RESERVOIR AVENUE,BRONX,10468,40.8708801,-73.8977529
10X445,Bronx High School of Science,75 WEST 205 STREET,BRONX,10468,40.8776621,-73.8910553
10X447,Creston Academy,125 EAST 181 STREET,BRONX,10453,40.8549028,-73.9034198
10X459,East Fordham Academy for the Arts,120 EAST 184 STREET,BRONX,10468,40.8597084,-73.8998823
10X475,John F. Kennedy High School,99 TERRACE VIEW AVENUE,BRONX,10463,40.8771416,-73.9126839
10X477,Marble Hill High School for International Studies,99 TERRACE VIEW AVENUE,BRONX,10463,40.8771416,-73.9126839
10X524,Crotona International High School,2474 CROTONA AVENUE,BRONX,10458,40.8553275,-73.8824109
10X546,Bronx Theatre High School,99 TERRACE VIEW AVENUE,BRONX,10463,40.8771416,-73.9126839
10X549,Discovery High School,2780 RESERVOIR AVENUE,BRONX,10468,40.8708801,-73.8977529
10X565,High School for Energy and Technology,2474 CROTONA AVENUE,BRONX,10458,40.8553275,-73.8824109
10X660,Grace Dodge Career and Technical Education High School,2474 CROTONA AVENUE,BRONX,10458,40.8553275,-73.8824109
10X696,High School of American Studies at Lehman College,2925 GOULDEN AVENUE,BRONX,10468,40.8746091,-73.8950801
11X016,P.S. 016 Wakefield,4550 CARPENTER AVENUE,BRONX,10470,40.902305,-73.8547418
11X019,P.S. 019 Judith K. Weiss,4318 KATONAH AVENUE,BRONX,10470,40.8992496,-73.8674827
11X021,P.S. 021 Philip H. Sheridan,715 EAST 225 STREET,BRONX,10466,40.8876485,-73.8597946
11X041,P.S. 041 Gun Hill Road,3352 OLINVILLE AVENUE,BRONX,10467,40.874754,-73.867851
11X068,P.S. 068 Bronx,4011 MONTICELLO AVENUE,BRONX,10466,40.8918471,-73.8385257
11X076,P.S. 076 The Bennington School,900 ADEE AVENUE,BRONX,10469,40.86912,-73.860922
11X078,P.S. 078 Anne Hutchinson,1400 NEEDHAM AVENUE,BRONX,10469,40.8784782,-73.8513483
11X083,P.S. 083 Donald Hertz,950 RHINELANDER AVENUE,BRONX,10462,40.849134,-73.858757
11X087,P.S. 087 Bronx,1935 BUSSING AVENUE,BRONX,10466,40.8950748,-73.84607
11X089,P.S. 089 Bronx,980 MACE AVENUE,BRONX,10469,40.8628848,-73.8590665
11X096,P.S. 096 Richard Rodgers,650 WARING AVENUE,BRONX,10467,40.860701,-73.869005
11X097,P.S. 097 Bronx,1375 MACE AVENUE,BRONX,10469,40.8628474,-73.8467946
11X103,P.S. 103 Hector Fontanez,4125 CARPENTER AVENUE,BRONX,10466,40.8917226,-73.861712
11X105,P.S. 105 Sen Abraham Bernstein,725 BRADY AVENUE,BRONX,10462,40.8527674,-73.8664014
11X106,P.S. 106 Parkchester,2120 ST RAYMOND'S AVENUE,BRONX,10462,40.8375418,-73.8545273
11X108,P.S. 108 Philip J. Abinanti,1166 NEILL AVENUE,BRONX,10461,40.8545254,-73.853037
11X111,P.S. 111 Seton Falls,3740 BAYCHESTER AVENUE,BRONX,10466,40.884355,-73.839263
11X112,P.S. 112 Bronxwood,1925 SCHIEFFELIN AVENUE,BRONX,10466,40.884924,-73.84393
11X121,P.S. 121 Throop,2750 THROOP AVENUE,BRONX,10469,40.865942,-73.8509817
11X127,J.H.S. 127 The Castle Hill,1560 PURDY STREET,BRONX,10462,40.8380253,-73.8535544
11X142,MS 142 John Philip Sousa,3750 BAYCHESTER AVENUE,BRONX,10466,40.8844671,-73.8403074
11X144,J.H.S. 144 Michelangelo,2545 GUNTHER AVENUE,BRONX,10469,40.863836,-73.8365309
11X153,P.S. 153 Helen Keller,650 BAYCHESTER AVENUE,BRONX,10475,40.8734476,-73.8337841
11X160,P.S. 160 Walt Disney,4140 HUTCHINSON RIVER PKWAY EA,BRONX,10475,40.87347,-73.8272029
11X169,BAYCHESTER ACADEMY,3500 EDSON AVENUE,BRONX,10466,40.8809604,-73.8396427
11X175,P.S. 175 City Island,200 CITY ISLAND AVENUE,BRONX,10464,40.8437501,-73.7847839
11X178,P.S. 178 - Dr. Selman Waksman,850 BAYCHESTER AVENUE,BRONX,10475,40.8760203,-73.8337694
11X180,M.S. 180 Dr. Daniel Hale Williams,700 BAYCHESTER AVENUE,BRONX,10475,40.8737309,-73.8338088
11X181,I.S. 181 Pablo Casals,800 BAYCHESTER AVENUE,BRONX,10475,40.8755849,-73.8337905
11X189,Cornerstone Academy for Social Action,3441 STEENWICK AVENUE,BRONX,10475,40.8829987,-73.8307528
11X194,PS/MS 194,2365 WATERBURY AVE,BRONX,10462,40.8348714,-73.8460115
11X249,Bronx Health Sciences High School,750 BAYCHESTER AVENUE,BRONX,10475,40.8740855,-73.8320957
11X253,Bronx High School for Writing and Communication Arts,800 EAST GUN HILL ROAD,BRONX,10467,40.875163,-73.861653
11X265,Bronx Lab School,800 EAST GUN HILL ROAD,BRONX,10467,40.875163,-73.861653
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,921 EAST 228TH STREET,BRONX,10466,40.8879098,-73.8524877
11X272,Globe School for Environmental Research,3710 BARNES AVENUE,BRONX,10467,40.880634,-73.860155
11X275,High School of Computers and Technology,800 EAST GUN HILL ROAD,BRONX,10467,40.875163,-73.861653
11X287,The Forward School,3710 BARNES AVENUE,BRONX,10467,40.880634,-73.860155
11X288,Collegiate Institute for Math and Science,925 ASTOR AVENUE,BRONX,10469,40.85964,-73.8607428
11X289,The Young Scholars Academy of The Bronx,3710 BARNES AVENUE,BRONX,10467,40.880634,-73.860155
11X290,Bronx Academy of Health Careers,800 EAST GUN HILL ROAD,BRONX,10467,40.875163,-73.861653
11X299,Astor Collegiate Academy,925 ASTOR AVENUE,BRONX,10469,40.85964,-73.8607428
11X322,Aspire Preparatory Middle School,2441 WALLACE AVENUE,BRONX,10467,40.8620602,-73.8645884
11X326,Bronx Green Middle School,2441 WALLACE AVENUE,BRONX,10467,40.8620602,-73.8645884
11X355,Bronx Alliance Middle School,3750 BAYCHESTER AVENUE,BRONX,10466,40.8844671,-73.8403074
11X357,Young Voices Academy of the Bronx,800 LYDIG AVENUE,BRONX,10462,40.8544104,-73.8638343
11X370,School of Diplomacy,3710 BARNES AVENUE,BRONX,10467,40.880634,-73.860155
11X415,Christopher Columbus High School,925 ASTOR AVENUE,BRONX,10469,40.85964,-73.8607428
11X418,Bronx High School for the Visual Arts,2040 ANTIN PL,BRONX,10462,40.8517465,-73.8645056
11X455,Harry S Truman High School,750 BAYCHESTER AVENUE,BRONX,10475,40.8740855,-73.8320957
11X462,Cornerstone Academy for Social Action Middle School (CASA),3441 STEENWICK AVENUE,BRONX,10475,40.8829987,-73.8307528
11X468,Pelham Academy of Academics and Community Engagement,2441 WALLACE AVENUE,BRONX,10467,40.8620602,-73.8645884
11X498,PS/MS 11X498 - VAN NEST ACADEMY,1640 BRONXDALE AVE,BRONX,10462,40.8445336,-73.8580593
11X508,Bronxdale High School,925 ASTOR AVENUE,BRONX,10469,40.85964,-73.8607428
11X509,High School of Language and Innovation,925 ASTOR AVENUE,BRONX,10469,40.85964,-73.8607428
11X513,New World High School,921 EAST 228TH STREET,BRONX,10466,40.8879098,-73.8524877
11X514,The Bronxwood Preparatory Academy,921 EAST 228TH STREET,BRONX,10466,40.8879098,-73.8524877
11X529,One World Middle School at Edenwald,3750 BAYCHESTER AVENUE,BRONX,10466,40.8844671,-73.8403074
11X532,Baychester Middle School,3750 BAYCHESTER AVENUE,BRONX,10466,40.8844671,-73.8403074
11X541,Global Enterprise High School,925 ASTOR AVENUE,BRONX,10469,40.85964,-73.8607428
11X542,Pelham Preparatory Academy,925 ASTOR AVENUE,BRONX,10469,40.85964,-73.8607428
11X544,High School for Contemporary Arts,800 EAST GUN HILL ROAD,BRONX,10467,40.875163,-73.861653
11X545,Bronx Aerospace High School,800 EAST GUN HILL ROAD,BRONX,10467,40.875163,-73.861653
11X556,Bronx Park Middle School,2441 WALLACE AVENUE,BRONX,10467,40.8620602,-73.8645884
11X566,Pelham Gardens Middle School,2545 GUNTHER AVENUE,BRONX,10469,40.863836,-73.8365309
11X567,Linden Tree Elementary School,1560 PURDY STREET,BRONX,10462,40.8380253,-73.8535544
12X006,P.S. 006 West Farms,1000 EAST TREMONT AVENUE,BRONX,10460,40.8406606,-73.8814381
12X044,P.S. 044 David C. Farragut,1825 PROSPECT AVENUE,BRONX,10457,40.8422788,-73.8909154
12X047,P.S. 047 John Randolph,1794 EAST 172 STREET,BRONX,10472,40.8325249,-73.8669819
12X050,P.S. 050 Clara Barton,1550 VYSE AVENUE,BRONX,10460,40.83421,-73.8870722
12X057,P.S. 057 Crescent,2111 CROTONA AVENUE,BRONX,10457,40.8486222,-73.8884388
12X061,P.S. 061 Francisco Oller,1550 CROTONA PARK EAST,BRONX,10460,40.836142,-73.8927719
12X066,P.S. 066 School of Higher Expectations,1001 JENNINGS STREET,BRONX,10460,40.831533,-73.8866652
12X067,P.S. 067 Mohegan School,2024 MOHEGAN AVENUE,BRONX,10460,40.84377,-73.884191
12X092,P.S. 092 Bronx,700 EAST 179 STREET,BRONX,10457,40.8467932,-73.8899066
12X098,J.H.S. 098 Herman Ridder,1619 BOSTON ROAD,BRONX,10460,40.8358209,-73.8909833
12X102,P.S. 102 Joseph O. Loretan,1827 ARCHER STREET,BRONX,10460,40.838144,-73.866048
12X129,M.S. 129 Academy for Independent Learning and Leadership,2055 MAPES AVENUE,BRONX,10460,40.8457043,-73.8863203
12X134,P.S. 134 George F. Bristow,1330 BRISTOW STREET,BRONX,10459,40.831595,-73.894227
12X150,P.S. 150 Charles James Fox,920 EAST 167 STREET,BRONX,10459,40.82635,-73.8943677
12X190,E.S.M.T- I.S. 190,1550 CROTONA PARK EAST,BRONX,10460,40.836142,-73.8927719
12X195,P.S. 195,1250 WARD AVENUE,BRONX,10472,40.8309062,-73.877497
12X196,P.S. 196,1250 WARD AVENUE,BRONX,10472,40.8309062,-73.877497
12X211,P.S. 211,1919 PROSPECT AVENUE,BRONX,10457,40.8434011,-73.8898784
12X212,P.S. 212,1180 TINTON AVENUE,BRONX,10456,40.8286032,-73.9006087
12X214,P.S. 214,1970 WEST FARMS ROAD,BRONX,10460,40.8399392,-73.8801725
12X217,School of Performing Arts,977 FOX STREET,BRONX,10459,40.8223711,-73.89386
12X242,Mott Hall V,1551 EAST 172ND STREET,BRONX,10472,40.8316935,-73.8774638
12X248,"Metropolitan High School, The",1180 REV. J.A. POLITE AVE.,BRONX,10459,40.827719,-73.8970008
