dbn,name,primary_address,city,zip,latitude,longitude
12X251,Explorations Academy,1619 BOSTON ROAD,BRONX,10460,40.8358209,-73.8909833
12X262,Performance Conservatory High School,1619 BOSTON ROAD,BRONX,10460,40.8358209,-73.8909833
12X267,Bronx Latin,800 HOME STREET,BRONX,10456,40.8271204,-73.9008891
12X271,East Bronx Academy for the Future,1716 SOUTHERN BOULEVARD,BRONX,10460,40.8368876,-73.8876377
12X273,Frederick Douglass Academy V. Middle School,2111 CROTONA AVENUE,BRONX,10457,40.8486222,-73.8884388
12X278,Peace and Diversity Academy,1180 REV. J.A. POLITE AVE.,BRONX,10459,40.827719,-73.8970008
12X286,Fannie Lou Hamer Middle School,1001 JENNINGS STREET,BRONX,10460,40.831533,-73.8866652
12X300,The School of Science and Applied Learning,2050 PROSPECT AVENUE,BRONX,10457,40.8459309,-73.8876404
12X314,Fairmont Neighborhood School,1550 VYSE AVENUE,BRONX,10460,40.83421,-73.8870722
12X316,Kappa III,2055 MAPES AVENUE,BRONX,10460,40.8457043,-73.8863203
12X318,"I.S. X318 Math, Science & Technology Through Arts",1919 PROSPECT AVENUE,BRONX,10457,40.8434011,-73.8898784
12X341,Accion Academy,1825 PROSPECT AVENUE,BRONX,10457,40.8422788,-73.8909154
12X372,Urban Assembly School for Wildlife Conservation,2024 MOHEGAN AVENUE,BRONX,10460,40.84377,-73.884191
12X383,Emolior Academy,1970 WEST FARMS ROAD,BRONX,10460,40.8399392,-73.8801725
12X384,Entrada Academy,977 FOX STREET,BRONX,10459,40.8223711,-73.89386
12X388,Pan American International High School at Monroe,1300 BOYNTON AVENUE,BRONX,10472,40.8321278,-73.8777215
12X446,Arturo A. Schomburg Satellite Academy Bronx,1010 REV. J. A. POLITE AVENUE,BRONX,10459,40.823101,-73.898273
12X463,Urban Scholars Community School,1180 TINTON AVENUE,BRONX,10456,40.8286032,-73.9006087
12X478,THE CINEMA SCHOOL,1551 EAST 172ND STREET,BRONX,10472,40.8316935,-73.8774638
12X479,Bronx Career and College Preparatory High School,800 HOME STREET,BRONX,10456,40.8271204,-73.9008891
12X480,Bronx Regional High School,1010 REV. J. A. POLITE AVENUE,BRONX,10459,40.823101,-73.898273
12X511,Bronx Envision Academy,1619 BOSTON ROAD,BRONX,10460,40.8358209,-73.8909833
12X521,The Metropolitan Soundview High School,1300 BOYNTON AVENUE,BRONX,10472,40.8321278,-73.8777215
12X531,Archer Elementary School,1827 ARCHER STREET,BRONX,10460,40.838144,-73.866048
12X536,PS 536,1827 ARCHER STREET,BRONX,10460,40.838144,-73.866048
12X550,High School of World Cultures,1300 BOYNTON AVENUE,BRONX,10472,40.8321278,-73.8777215
12X682,Fannie Lou Hamer Freedom High School,1021 JENNINGS STREET,BRONX,10460,40.8310478,-73.885602
12X684,Wings Academy,1122 EAST 180 STREET,BRONX,10460,40.8416248,-73.8751818
12X690,Monroe Academy for Business/Law,1300 BOYNTON AVENUE,BRONX,10472,40.8321278,-73.8777215
12X691,Bronx Little School,1827 ARCHER STREET,BRONX,10460,40.838144,-73.866048
12X692,Monroe Academy for Visual Arts & Design,1300 BOYNTON AVENUE,BRONX,10472,40.8321278,-73.8777215
13K003,P.S. 003 The Bedford Village,50 JEFFERSON AVENUE,BROOKLYN,11216,40.6822934,-73.9552037
13K008,P.S. 008 Robert Fulton,37 HICKS STREET,BROOKLYN,11201,40.7007522,-73.9929319
13K009,P.S. 009 Teunis G. Bergen,80 UNDERHILL AVENUE,BROOKLYN,11238,40.678424,-73.9658195
13K011,P.S. 011 Purvis J. Behan,419 WAVERLY AVENUE,BROOKLYN,11238,40.6857169,-73.966094
13K020,P.S. 020 Clinton Hill,225 ADELPHI STREET,BROOKLYN,11205,40.69133,-73.9712796
13K044,P.S. 044 Marcus Garvey,432 MONROE STREET,BROOKLYN,11221,40.6862341,-73.9408462
13K046,P.S. 046 Edward C. Blum,100 CLERMONT AVENUE,BROOKLYN,11205,40.694514,-73.971642
13K054,P.S. 054 Samuel C. Barnes,195 SANFORD STREET,BROOKLYN,11205,40.6926969,-73.952501
13K056,P.S. 056 Lewis H. Latimer,170 GATES AVENUE,BROOKLYN,11238,40.6848318,-73.9607226
13K067,P.S. 067 Charles A. Dorsey,51 SAINT EDWARDS STREET,BROOKLYN,11205,40.6940695,-73.9776528
13K093,P.S. 093 William H. Prescott,31 NEW YORK AVENUE,BROOKLYN,11216,40.6790404,-73.9468416
13K103,Satellite Three,170 GATES AVENUE,BROOKLYN,11238,40.6848318,-73.9607226
13K113,M.S. 113 Ronald Edmonds Learning Center,300 ADELPHI STREET,BROOKLYN,11205,40.6884318,-73.971169
13K133,P.S. 133 William A. Butler,610 BALTIC STREET,BROOKLYN,11217,40.6804642,-73.9806189
13K256,P.S. 256 Benjamin Banneker,114 KOSCIUSKO STREET,BROOKLYN,11216,40.6906339,-73.9495229
13K265,Dr. Susan S. McKinney Secondary School of the Arts,101 PARK AVENUE,BROOKLYN,11205,40.6967378,-73.9760388
13K266,M.S. K266 - Park Place Community Middle School,62 PARK PLACE,BROOKLYN,11217,40.6788089,-73.9767367
13K270,P.S. 270 Johann DeKalb,241 EMERSON PLACE,BROOKLYN,11205,40.6896647,-73.9611647
13K282,P.S. 282 Park Slope,180 6 AVENUE,BROOKLYN,11217,40.6765933,-73.9777542
13K287,P.S. 287 Bailey K. Ashford,50 NAVY STREET,BROOKLYN,11201,40.6978131,-73.980988
13K301,Satellite East Middle School,344 MONROE STREET,BROOKLYN,11216,40.6861253,-73.9447582
13K305,P.S. 305 Dr. Peter Ray,344 MONROE STREET,BROOKLYN,11216,40.6861253,-73.9447582
13K307,P.S. 307 Daniel Hale Williams,209 YORK STREET,BROOKLYN,11201,40.7017809,-73.981587
13K313,Satellite West Middle School,209 YORK STREET,BROOKLYN,11201,40.7017809,-73.981587
13K350,Urban Assembly High School of Music and Art,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,40.697313,-73.9846925
13K351,The Urban Assembly Unison School,170 GATES AVENUE,BROOKLYN,11238,40.6848318,-73.9607226
13K412,"Brooklyn Community High School of Communication, Arts and Media",300 WILLOUGHBY AVENUE,BROOKLYN,11205,40.6925346,-73.9583036
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,40.697313,-73.9846925
13K430,Brooklyn Technical High School,29 FT GREENE PLACE,BROOKLYN,11217,40.6888729,-73.9764096
13K439,Brooklyn International High School,49 FLATBUSH AVENUE EXTENSION,BROOKLYN,11201,40.697313,-73.9846925
13K483,The Urban Assembly School for Law and Justice,283 ADAMS STREET,BROOKLYN,11201,40.6946578,-73.9883234
13K492,Academy of Arts and Letters,225 ADELPHI STREET,BROOKLYN,11205,40.69133,-73.9712796
13K499,ACORN Community High School,561 GRAND AVENUE,BROOKLYN,11238,40.6785497,-73.9618773
13K527,Urban Assembly Institute of Math and Science for Young Women,283 ADAMS STREET,BROOKLYN,11201,40.6946578,-73.9883234
13K553,Brooklyn Academy High School,832 MARCY AVENUE,BROOKLYN,11216,40.6847358,-73.9480217
13K575,Bedford Stuyvesant Preparatory High School,832 MARCY AVENUE,BROOKLYN,11216,40.6847358,-73.9480217
13K595,Bedford Academy High School,1119 BEDFORD AVENUE,BROOKLYN,11216,40.6854319,-73.9540245
13K596,MS 596 Peace Academy,300 WILLOUGHBY AVENUE,BROOKLYN,11205,40.6925346,-73.9583036
13K605,George Westinghouse Career and Technical Education High School,105 JOHNSON STREET,BROOKLYN,11201,40.6956553,-73.985831
13K616,Brooklyn High School for Leadership and Community Service,300 WILLOUGHBY AVENUE,BROOKLYN,11205,40.6925346,-73.9583036
13K670,Benjamin Banneker Academy,71-77 CLINTON AVENUE,BROOKLYN,11205,40.695368,-73.968734
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",105 JOHNSON STREET,BROOKLYN,11201,40.6956553,-73.985831
13K691,Fort Greene Preparatory Academy,100 CLERMONT AVENUE,BROOKLYN,11205,40.694514,-73.971642
14K016,P.S. 016 Leonard Dunkly,157 WILSON STREET,BROOKLYN,11211,40.7058107,-73.962046
14K017,P.S. 017 Henry D. Woodworth,208 NORTH 5 STREET,BROOKLYN,11211,40.7153919,-73.9572197
14K018,P.S. 018 Edward Bush,101 MAUJER STREET,BROOKLYN,11206,40.7106561,-73.946565
14K019,P.S. 019 Roberto Clemente,325 SOUTH 3 STREET,BROOKLYN,11211,40.7095498,-73.9543607
14K023,P.S. 023 Carter G. Woodson,545 WILLOUGHBY AVENUE,BROOKLYN,11206,40.6941169,-73.947181
14K031,P.S. 031 Samuel F. Dupont,75 MESEROLE AVENUE,BROOKLYN,11222,40.726835,-73.954117
14K034,P.S. 034 Oliver H. Perry,131 NORMAN AVENUE,BROOKLYN,11222,40.7261149,-73.949718
14K050,J.H.S. 050 John D. Wells,183 SOUTH 3 STREET,BROOKLYN,11211,40.7116813,-73.9597817
14K059,P.S. 059 William Floyd,211 THROOP AVENUE,BROOKLYN,11206,40.6977036,-73.9433424
14K071,Juan Morel Campos Secondary School,215 HEYWARD STREET,BROOKLYN,11206,40.7041207,-73.9533388
14K084,P.S. 084 Jose De Diego,250 BERRY STREET,BROOKLYN,11211,40.7148218,-73.9635161
14K110,P.S. 110 The Monitor,124 MONITOR STREET,BROOKLYN,11222,40.7236058,-73.9420286
14K120,P.S. 120 Carlos Tapia,18 BEAVER STREET,BROOKLYN,11206,40.7005875,-73.9377575
14K126,John Ericsson Middle School 126,424 LEONARD STREET,BROOKLYN,11222,40.719768,-73.9484181
14K132,P.S. 132 The Conselyea School,320 MANHATTAN AVENUE,BROOKLYN,11211,40.7149656,-73.9456004
14K147,P.S. 147 Isaac Remsen,325 BUSHWICK AVENUE,BROOKLYN,11206,40.704976,-73.938767
14K157,P.S. 157 Benjamin Franklin,850 KENT AVENUE,BROOKLYN,11205,40.6954109,-73.9599623
14K196,P.S. 196 Ten Eyck,207 BUSHWICK AVENUE,BROOKLYN,11206,40.7088042,-73.9397198
14K250,P.S. 250 George H. Lindsay,108 MONTROSE AVENUE,BROOKLYN,11206,40.7069186,-73.9454194
14K257,P.S. 257 John F. Hylan,60 COOK STREET,BROOKLYN,11206,40.7028143,-73.9417293
14K297,P.S. 297 Abraham Stockton,700 PARK AVENUE,BROOKLYN,11206,40.6975593,-73.9474958
14K318,I.S. 318 Eugenio Maria De Hostos,101 WALTON STREET,BROOKLYN,11206,40.7035116,-73.9484126
14K319,P.S. 319,360 KEAP STREET,BROOKLYN,11211,40.7096641,-73.9540464
14K322,Foundations Academy,70 TOMPKINS AVENUE,BROOKLYN,11206,40.697127,-73.9466607
14K330,The Urban Assembly School for the Urban Environment,70 TOMPKINS AVENUE,BROOKLYN,11206,40.697127,-73.9466607
14K380,P.S. 380 John Wayne Elementary,370 MARCY AVENUE,BROOKLYN,11206,40.7020826,-73.9534677
14K414,Brooklyn Arbor Elementary School,325 SOUTH 3 STREET,BROOKLYN,11211,40.7095498,-73.9543607
14K449,"Brooklyn Latin School, The",223 GRAHAM AVENUE,BROOKLYN,11206,40.7103987,-73.9439711
14K454,Green School: An Academy for Environmental Careers,223 GRAHAM AVENUE,BROOKLYN,11206,40.7103987,-73.9439711
14K474,PROGRESS High School for Professional Careers,850 GRAND STREET,BROOKLYN,11211,40.712028,-73.939351
14K477,School for Legal Studies,850 GRAND STREET,BROOKLYN,11211,40.712028,-73.939351
14K478,"The High School for Enterprise, Business and Technology",850 GRAND STREET,BROOKLYN,11211,40.712028,-73.939351
14K488,Brooklyn Preparatory High School,257 NORTH 6 STREET,BROOKLYN,11211,40.715345,-73.9547924
14K558,Williamsburg High School for Architecture and Design,257 NORTH 6 STREET,BROOKLYN,11211,40.715345,-73.9547924
14K561,Williamsburg Preparatory School,257 NORTH 6 STREET,BROOKLYN,11211,40.715345,-73.9547924
14K577,Conselyea Preparatory School,208 NORTH 5 STREET,BROOKLYN,11211,40.7153919,-73.9572197
14K582,M.S. 582,207 BUSHWICK AVENUE,BROOKLYN,11206,40.7088042,-73.9397198
14K586,Lyons Community School,223 GRAHAM AVENUE,BROOKLYN,11206,40.7103987,-73.9439711
14K610,Automotive High School,50 BEDFORD AVENUE,BROOKLYN,11222,40.7224451,-73.9532235
14K614,Young Women's Leadership School of Brooklyn,325 BUSHWICK AVENUE,BROOKLYN,11206,40.704976,-73.938767
14K632,Frances Perkins Academy,50 BEDFORD AVENUE,BROOKLYN,11222,40.7224451,-73.9532235
14K685,El Puente Academy for Peace and Justice,250 HOOPER STREET,BROOKLYN,11211,40.7056895,-73.9556959
15K001,P.S. 001 The Bergen,309 47 STREET,BROOKLYN,11220,40.6491863,-74.0125239
15K010,"Magnet School of Math, Science and Design Technology",511 7 AVENUE,BROOKLYN,11215,40.6608326,-73.9860889
15K015,P.S. 015 Patrick F. Daly,71 SULLIVAN STREET,BROOKLYN,11231,40.677069,-74.0118509
15K024,P.S. 024,427 38 STREET,BROOKLYN,11232,40.65282,-74.00452
15K029,P.S. 029 John M. Harrigan,425 HENRY STREET,BROOKLYN,11201,40.6869221,-73.9978474
15K032,P.S. 032 Samuel Mills Sprole,317 HOYT STREET,BROOKLYN,11231,40.680147,-73.991127
15K038,P.S. 038 The Pacific,450 PACIFIC STREET,BROOKLYN,11217,40.6849786,-73.9828576
15K039,P.S. 039 Henry Bristow,417 6 AVENUE,BROOKLYN,11215,40.6686696,-73.982911
15K051,M.S. 51 William Alexander,350 5 AVENUE,BROOKLYN,11215,40.6722102,-73.9845767
15K058,P.S. 058 The Carroll,330 SMITH STREET,BROOKLYN,11231,40.6802717,-73.9954852
15K088,J.H.S. 088 Peter Rouget,544 7TH AVENUE,BROOKLYN,11215,40.6606685,-73.9885115
15K094,P.S. 094 The Henry Longfellow,5010 6 AVENUE,BROOKLYN,11220,40.6704534,-73.981935
15K107,P.S. 107 John W. Kimball,1301 8 AVENUE,BROOKLYN,11215,40.662939,-73.981201
15K118,The Maurice Sendak Community School,211 8TH STREET,BROOKLYN,11215,40.6709235,-73.9881125
15K124,P.S. 124 Silas B. Dutcher,515 4 AVENUE,BROOKLYN,11215,40.6674977,-73.9909946
15K130,P.S. 130 The Parkside,70 OCEAN PARKWAY,BROOKLYN,11218,40.6487556,-73.9755614
15K131,P.S. 131 Brooklyn,4305 FT HAMILTON PARKWAY,BROOKLYN,11219,40.6410276,-73.9936539
15K136,I.S. 136 Charles O. Dewey,4004 4 AVENUE,BROOKLYN,11232,40.6520789,-74.00687
15K146,P.S. 146,610 HENRY STREET,BROOKLYN,11231,40.6794323,-74.0019427
15K154,The Windsor Terrace School,1625 11 AVENUE,BROOKLYN,11215,40.6571194,-73.976048
15K169,P.S. 169 Sunset Park,4305 7 AVENUE,BROOKLYN,11232,40.6457849,-74.001648
15K172,P.S. 172 Beacon School of Excellence,825 4 AVENUE,BROOKLYN,11232,40.6577557,-74.0006962
15K230,P.S. 230 Doris L. Cohen,1 ALBEMARLE ROAD,BROOKLYN,11218,40.645006,-73.9809074
15K261,P.S. 261 Philip Livingston,314 PACIFIC STREET,BROOKLYN,11201,40.6872842,-73.9885452
15K295,P.S. 295,330 18 STREET,BROOKLYN,11215,40.6614113,-73.9890301
15K321,P.S. 321 William Penn,180 7 AVENUE,BROOKLYN,11215,40.6713197,-73.9779245
15K423,Brooklyn Frontiers High School,112 SCHERMERHORN STREET,BROOKLYN,11201,40.6900097,-73.9892637
15K429,Brooklyn School for Global Studies,284 BALTIC STREET,BROOKLYN,11201,40.6853525,-73.9937249
15K442,M.S. 442 Carroll Gardens School for Innovation,317 HOYT STREET,BROOKLYN,11231,40.680147,-73.991127
15K443,New Voices School of Academic & Creative Arts,330 18 STREET,BROOKLYN,11215,40.6614113,-73.9890301
15K447,The Math & Science Exploratory School,345 DEAN STREET,BROOKLYN,11217,40.6838346,-73.9803552
15K448,Brooklyn Secondary School for Collaborative Studies,610 HENRY STREET,BROOKLYN,11231,40.6794323,-74.0019427
15K462,Secondary School for Law,237 7 AVENUE,BROOKLYN,11215,40.6694296,-73.9788092
15K463,Secondary School for Journalism,237 7 AVENUE,BROOKLYN,11215,40.6694296,-73.9788092
15K464,Park Slope Collegiate,237 7 AVENUE,BROOKLYN,11215,40.6694296,-73.9788092
15K497,School for International Studies,284 BALTIC STREET,BROOKLYN,11201,40.6853525,-73.9937249
15K516,Sunset Park Avenues Elementary School,4004 4 AVENUE,BROOKLYN,11232,40.6520789,-74.00687
15K519,Cobble Hill School of American Studies,347 BALTIC STREET,BROOKLYN,11201,40.6848686,-73.99077
15K529,West Brooklyn Community High School,1053 41ST STREET,BROOKLYN,11219,40.6427052,-73.9927189
15K530,Metropolitan Corporate Academy High School,362 SCHERMERHORN STREET,BROOKLYN,11217,40.6863861,-73.9797253
15K592,Khalil Gibran International Academy,362 SCHERMERHORN STREET,BROOKLYN,11217,40.6863861,-73.9797253
15K656,Brooklyn High School of the Arts,345 DEAN STREET,BROOKLYN,11217,40.6838346,-73.9803552
15K667,Sunset Park High School,153 35TH STREET,BROOKLYN,11232,40.6560081,-74.0047975
15K676,Red Hook Neighborhood School,27 HUNTINGTON STREET,BROOKLYN,11231,40.6776105,-74.0048175
15K684,Millennium Brooklyn HS,237 7 AVENUE,BROOKLYN,11215,40.6694296,-73.9788092
15K698,South Brooklyn Community High School,173 CONOVER STREET,BROOKLYN,11231,40.6778434,-74.0141749
15K821,Sunset Park Prep,4004 4 AVENUE,BROOKLYN,11232,40.6520789,-74.00687
16K005,P.S. 005 Dr. Ronald Mcnair,820 HANCOCK STREET,BROOKLYN,11233,40.685603,-73.9232122
16K021,P.S. 021 Crispus Attucks,180 CHAUNCEY STREET,BROOKLYN,11233,40.6805329,-73.926124
16K025,P.S. 025 Eubie Blake School,787 LAFAYETTE AVENUE,BROOKLYN,11221,40.6913388,-73.9405667
16K026,P.S. 026 Jesse Owens,1014 LAFAYETTE AVENUE,BROOKLYN,11221,40.6921497,-73.9314894
16K028,P.S. 028 The Warren Prep Academy,1001 HERKIMER STREET,BROOKLYN,11233,40.678049,-73.9202524
16K035,M.S. 035 Stephen Decatur,272 MACDONOUGH STREET,BROOKLYN,11233,40.6817075,-73.9357224
16K040,P.S. 040 George W. Carver,265 RALPH AVENUE,BROOKLYN,11233,40.6804339,-73.9222257
16K057,J.H.S. 057 Whitelaw Reid,125 STUYVESANT AVENUE,BROOKLYN,11221,40.6912889,-73.9334089
16K081,P.S. 081 Thaddeus Stevens,990 DEKALB AVENUE,BROOKLYN,11221,40.6930803,-73.9351974
16K243,P.S. 243K- The Weeksville School,1580 DEAN STREET,BROOKLYN,11213,40.676079,-73.9355624
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,500 MACON STREET,BROOKLYN,11233,40.6830545,-73.9304417
16K267,"M.S. 267 Math, Science & Technology",800 GATES AVENUE,BROOKLYN,11221,40.6880664,-73.9326769
16K308,P.S. 308 Clara Cardwell,616 QUINCY STREET,BROOKLYN,11221,40.6885061,-73.9353179
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,794 MONROE STREET,BROOKLYN,11221,40.6883298,-73.924108
16K335,P.S. 335 Granville T. Woods,130 ROCHESTER AVENUE,BROOKLYN,11213,40.674051,-73.92785
16K385,"School of Business, Finance and Entrepreneurship",125 STUYVESANT AVENUE,BROOKLYN,11221,40.6912889,-73.9334089
16K393,Frederick Douglass Academy IV Secondary School,1014 LAFAYETTE AVENUE,BROOKLYN,11221,40.6921497,-73.9314894
16K455,Boys and Girls High School,1700 FULTON STREET,BROOKLYN,11213,40.6789227,-73.9316585
16K498,Brooklyn High School for Law and Technology,1396 BROADWAY,BROOKLYN,11221,40.6884532,-73.9207644
16K534,Upper School @ P.S. 25,787 LAFAYETTE AVENUE,BROOKLYN,11221,40.6913388,-73.9405667
16K584,M.S. 584,130 ROCHESTER AVENUE,BROOKLYN,11213,40.674051,-73.92785
16K594,Gotham Professional Arts Academy,265 RALPH AVENUE,BROOKLYN,11233,40.6804339,-73.9222257
16K627,Brighter Choice Community School,280 HART STREET,BROOKLYN,11206,40.6938075,-73.9410137
16K628,Brooklyn Brownstone School,272 MACDONOUGH STREET,BROOKLYN,11233,40.6817075,-73.9357224
16K636,Young Scholars' Academy for Discovery and Exploration,280 HART STREET,BROOKLYN,11206,40.6938075,-73.9410137
16K669,Research and Service High School,1700 FULTON STREET,BROOKLYN,11213,40.6789227,-73.9316585
16K681,Madiba Prep Middle School,1014 LAFAYETTE AVENUE,BROOKLYN,11221,40.6921497,-73.9314894
16K688,The Brooklyn Academy of Global Finance,125 STUYVESANT AVENUE,BROOKLYN,11221,40.6912889,-73.9334089
17K002,Parkside Preparatory Academy,655 PARKSIDE AVENUE,BROOKLYN,11226,40.6561715,-73.9515718
17K006,P.S. 006,43 SNYDER AVENUE,BROOKLYN,11226,40.6486035,-73.9566708
17K012,Dr. Jacqueline Peek-Davis School,430 HOWARD AVENUE,BROOKLYN,11233,40.6728479,-73.9197499
17K022,P.S. 022,443 ST MARKS AVENUE,BROOKLYN,11238,40.6768467,-73.9597276
17K061,M.S. 061 Dr. Gladstone H. Atwell,400 EMPIRE BOULEVARD,BROOKLYN,11225,40.6639944,-73.9493477
17K091,P.S. 091 The Albany Avenue School,532 ALBANY AVENUE,BROOKLYN,11203,40.6620429,-73.9399676
17K092,P.S. 092 Adrian Hegeman,601 PARKSIDE AVENUE,BROOKLYN,11226,40.6561076,-73.9542026
17K122,Pathways in Technology Early College High School (P-Tech),150 ALBANY AVENUE,BROOKLYN,11213,40.6753999,-73.9392054
17K138,P.S. 138 Brooklyn,760 PROSPECT PLACE,BROOKLYN,11216,40.673939,-73.951528
17K161,P.S. 161 The Crown,330 CROWN STREET,BROOKLYN,11225,40.666079,-73.949154
17K167,P.S. 167 The Parkway,1025 EASTERN PARKWAY,BROOKLYN,11213,40.6690343,-73.9343392
17K181,P.S. 181 Brooklyn,1023 NEW YORK AVENUE,BROOKLYN,11203,40.647884,-73.9460109
17K189,P.S. 189 The Bilingual Center,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,40.6655107,-73.9263612
17K191,P.S. 191 Paul Robeson,1600 PARK PLACE,BROOKLYN,11233,40.671721,-73.924118
17K221,P.S. 221 Toussaint L'Ouverture,791 EMPIRE BOULEVARD,BROOKLYN,11213,40.6637059,-73.9360465
17K241,P.S. 241 Emma L. Johnston,976 PRESIDENT STREET,BROOKLYN,11225,40.6689485,-73.9606961
17K246,M.S. 246 Walt Whitman,72 VERONICA PLACE,BROOKLYN,11226,40.6483745,-73.9531324
17K249,P.S. 249 The Caton,18 MARLBOROUGH ROAD,BROOKLYN,11226,40.6498584,-73.9660851
17K289,P.S. 289 George V. Brower,900 ST MARKS AVENUE,BROOKLYN,11213,40.67424,-73.942428
17K316,P.S. 316 Elijah Stroud,750 CLASSON AVENUE,BROOKLYN,11238,40.6742826,-73.9603013
17K334,Middle School for Academic and Social Excellence,1224 PARK PLACE,BROOKLYN,11213,40.6726919,-73.9368714
17K340,I.S. 340,227 STERLING PLACE,BROOKLYN,11238,40.6759296,-73.9695412
17K352,Ebbets Field Middle School,46 MCKEEVER PLACE,BROOKLYN,11225,40.6650015,-73.9590369
17K353,Elijah Stroud Middle School,750 CLASSON AVENUE,BROOKLYN,11238,40.6742826,-73.9603013
17K354,The School of Integrated Learning,1224 PARK PLACE,BROOKLYN,11213,40.6726919,-73.9368714
17K375,P.S. 375 Jackie Robinson School,46 MCKEEVER PLACE,BROOKLYN,11225,40.6650015,-73.9590369
17K382,Academy for College Preparation and Career Exploration: A College Board School,911 FLATBUSH AVENUE,BROOKLYN,11226,40.6494913,-73.9584885
17K394,M.S. K394,188 ROCHESTER AVENUE,BROOKLYN,11213,40.672706,-73.9289299
17K397,P.S. 397 Foster-Laurie,490 FENIMORE STREET,BROOKLYN,11203,40.658658,-73.946372
17K398,P.S. 398 Walter Weaver,60 EAST 94 STREET,BROOKLYN,11212,40.6643753,-73.9278822
17K399,P.S. 399 Stanley Eugene Clark,2707 ALBERMARLE ROAD,BROOKLYN,11226,40.6480464,-73.951541
17K408,Academy of Hospitality and Tourism,911 FLATBUSH AVENUE,BROOKLYN,11226,40.6494913,-73.9584885
17K484,Ronald Edmonds Learning Center II,430 HOWARD AVENUE,BROOKLYN,11233,40.6728479,-73.9197499
17K489,W.E.B. Dubois Academic High School,402 EASTERN PARKWAY,BROOKLYN,11225,40.669295,-73.956141
17K524,International High School at Prospect Heights,883 CLASSON AVENUE,BROOKLYN,11225,40.6699561,-73.9611201
17K528,The High School for Global Citizenship,883 CLASSON AVENUE,BROOKLYN,11225,40.6699561,-73.9611201
17K531,"School for Human Rights, The",600 KINGSTON AVENUE,BROOKLYN,11203,40.658665,-73.943838
17K532,New Bridges Elementary,1025 EASTERN PARKWAY,BROOKLYN,11213,40.6690343,-73.9343392
17K533,School for Democracy and Leadership,600 KINGSTON AVENUE,BROOKLYN,11203,40.658665,-73.943838
17K537,High School for Youth and Community Development at Erasmus,911 FLATBUSH AVENUE,BROOKLYN,11226,40.6494913,-73.9584885
17K539,High School for Service & Learning at Erasmus,911 FLATBUSH AVENUE,BROOKLYN,11226,40.6494913,-73.9584885
17K543,"Science, Technology and Research Early College High School at Erasmus",911 FLATBUSH AVENUE,BROOKLYN,11226,40.6494913,-73.9584885
17K544,International Arts Business School,600 KINGSTON AVENUE,BROOKLYN,11203,40.658665,-73.943838
17K546,High School for Public Service: Heroes of Tomorrow,600 KINGSTON AVENUE,BROOKLYN,11203,40.658665,-73.943838
17K547,Brooklyn Academy of Science and the Environment,883 CLASSON AVENUE,BROOKLYN,11225,40.6699561,-73.9611201
17K548,Brooklyn School for Music & Theatre,883 CLASSON AVENUE,BROOKLYN,11225,40.6699561,-73.9611201
17K568,Brownsville Academy High School,1150 EAST NEW YORK AVENUE,BROOKLYN,11212,40.6663323,-73.924039
17K587,Middle School for the Arts,790 EAST NEW YORK AVENUE,BROOKLYN,11203,40.6624725,-73.9359541
17K590,Medgar Evers College Preparatory School,1186 CARROLL STREET,BROOKLYN,11225,40.6671654,-73.950792
17K600,Clara Barton High School,901 CLASSON AVENUE,BROOKLYN,11225,40.6691193,-73.9617434
17K625,Paul Robeson High School,150 ALBANY AVENUE,BROOKLYN,11213,40.6753999,-73.9392054
17K705,Brooklyn Arts and Science Elementary School,443 ST MARKS AVENUE,BROOKLYN,11238,40.6768467,-73.9597276
17K722,New Heights Middle School,790 EAST NEW YORK AVENUE,BROOKLYN,11203,40.6624725,-73.9359541
17K745,Brooklyn Institute for Liberal Arts,600 KINGSTON AVENUE,BROOKLYN,11203,40.658665,-73.943838
17K751,Academy for Health Careers,150 ALBANY AVENUE,BROOKLYN,11213,40.6753999,-73.9392054
17K770,P.S. 770 New American Academy,60 EAST 94 STREET,BROOKLYN,11212,40.6643753,-73.9278822
18K066,P.S. 66,845 EAST 96 STREET,BROOKLYN,11236,40.648736,-73.907064
18K068,I.S. 068 Isaac Bildersee,956 EAST 82 STREET,BROOKLYN,11236,40.6355047,-73.9107437
18K114,P.S. 114 Ryder Elementary,1077 REMSEN AVENUE,BROOKLYN,11236,40.6427414,-73.9087302
18K115,P.S. 115 Daniel Mucatel School,1500 EAST 92 STREET,BROOKLYN,11236,40.6349363,-73.8972682
18K135,P.S. 135 Sheldon A. Brookner,684 LINDEN BOULEVARD,BROOKLYN,11203,40.6536255,-73.9332208
18K208,P.S. 208 Elsa Ebeling,4801 AVENUE D,BROOKLYN,11203,40.642701,-73.9309
18K211,I.S. 211 John Wilson,1001 EAST 100 STREET,BROOKLYN,11236,40.6435042,-73.8964704
18K219,P.S. 219 Kennedy-King,1060 CLARKSON AVENUE,BROOKLYN,11212,40.658823,-73.922289
18K233,P.S. 233 Langston Hughes,9301 AVENUE B,BROOKLYN,11236,40.65163,-73.914272
